,0
2259,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '치_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '피', '망', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2260,"['위', '트_', '6', '인', '치_', '미', '트', '볼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '오', '이_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2261,"['플', '랫', '_', '15', '센', '티', '미', '터_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '피', '망', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2262,"['화', '이', '트_', '15', '센', '티', '미', '터_', '로', '스트_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '양', '상', '추', '_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
2263,"['파', '마', '산_', '30', 'c', 'm_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '오', '이_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
2264,"['하', '티_', '30', '센', '치_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '올리', '브_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2265,"['플', '랫', '_', '풋', '롱', '_', 'k', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '오', '이_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2266,"['허', '니', '오', '트_', '15', '센', '티_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '양', '파_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2267,"['위', '트_', '30', '센', '티_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '오', '이_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2268,"['파', '마', '산_', '15', '센', '티', '미', '터_', '비', '엘', '티', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2269,"['파', '마', '산', '오', '레', '가', '노_', '15', 'c', 'm_', 'k', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2270,"['허', '니', '오', '트_', '30', 'c', 'm_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '피', '망', '_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2271,"['하', '티_', '15', '센', '치', '미', '터_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2272,"['화', '이', '트_', '30', '센', '치_', '미', '트', '볼', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2273,"['플', '랫', '_', '15', '센', '치_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '토', '마', '토_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2274,"['허', '니', '오', '트_', '풋', '롱', '_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2275,"['파', '마', '산_', '30', 'c', 'm_', '써', '브', '웨이_', '클럽', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2276,"['플', '랫', '_', '15', '센', '치_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2277,"['플', '랫', '_', '풋', '롱', '_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '오', '이_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2278,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '티', '미', '터_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2279,"['위', '트_', '15', '센', '티', '미', '터_', '로', '스트_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '양', '상', '추', '_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
2280,"['플', '랫', '_', '6', '인', '치_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2281,"['파', '마', '산_', '30', 'c', 'm_', '미', '트', '볼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2282,"['파', '마', '산_', '30', 'c', 'm_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '머', '스타', '드_', '로_', '해주', '세요_']"
2283,"['파', '마', '산', '오', '레', '가', '노_', '30', 'c', 'm_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '토', '마', '토_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
2284,"['위', '트_', '30', '센', '치', '미', '터_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2285,"['플', '랫', '_', '15', '센', '치_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '피', '망', '_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
2286,"['하', '티_', '6', '인', '치_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '올리', '브_', '빼', '주', '시', '고_', '머', '스타', '드_', '로_', '해주', '세요_']"
2287,"['플', '랫', '_', '30', '센', '티_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '피', '망', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2288,"['하', '티_', '15', '센', '치', '미', '터_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '토', '마', '토_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2289,"['하', '티_', '6', 'in', 'ch', '_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2290,"['허', '니', '오', '트_', '30', 'c', 'm_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '머', '스타', '드_', '로_', '해주', '세요_']"
2291,"['허', '니', '오', '트_', '6', '인', '치_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '양', '파_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2292,"['위', '트_', '30', '센', '티', '미', '터_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '피', '클', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2293,"['파', '마', '산_', '30', 'c', 'm_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '양', '파_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
2294,"['화', '이', '트_', '6', 'in', 'ch', '_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2295,"['화', '이', '트_', '30', '센', '치_', 'k', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '피', '망', '_', '빼', '주', '시', '고_', '머', '스타', '드_', '로_', '해주', '세요_']"
2296,"['하', '티_', '30', '센', '치_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2297,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '치', '미', '터_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '올리', '브_', '빼', '주', '시', '고_', '후', '추', '_', '로_', '해주', '세요_']"
2298,"['플', '랫', '_', '30', '센', '티', '미', '터_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2299,"['허', '니', '오', '트_', '15', '센', '치', '미', '터_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '피', '클', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2300,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '티_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
2301,"['허', '니', '오', '트_', '30', '센', '티', '미', '터_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '토', '마', '토_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2302,"['화', '이', '트_', '30', '센', '티_', '미', '트', '볼', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '피', '클', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2303,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '티', '미', '터_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '피', '클', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2304,"['위', '트_', '30', '센', '티', '미', '터_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2305,"['위', '트_', '30', '센', '티', '미', '터_', '참', '치', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2306,"['화', '이', '트_', '15', '센', '치_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2307,"['파', '마', '산_', '15', '센', '치_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2308,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '티_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '오', '이_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
2309,"['하', '티_', '15', '센', '티', '미', '터_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2310,"['화', '이', '트_', '30', 'c', 'm_', '비', '엘', '티', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
2311,"['위', '트_', '15', '센', '티_', '참', '치', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '피', '망', '_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
2312,"['허', '니', '오', '트_', '15', '센', '티_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2313,"['화', '이', '트_', '30', 'c', 'm_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '토', '마', '토_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2314,"['위', '트_', '30', '센', '티_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '오', '이_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
2315,"['허', '니', '오', '트_', '15', '센', '티', '미', '터_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2316,"['허', '니', '오', '트_', '15', '센', '치_', '풀', '드_', '포', '크_', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '양', '파_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2317,"['파', '마', '산_', '30', '센', '티_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '피', '망', '_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
2318,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '티_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '피', '클', '_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2319,"['플', '랫', '_', '15', '센', '티_', 'k', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2320,"['화', '이', '트_', '풋', '롱', '_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
2321,"['파', '마', '산_', '15', '센', '티_', '비', '엘', '티', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
2322,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '티_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '올리', '브_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2323,"['플', '랫', '_', '15', 'c', 'm_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2324,"['파', '마', '산_', '30', '센', '치_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '올리', '브_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
2325,"['허', '니', '오', '트_', '15', '센', '티', '미', '터_', 'k', '바', '비', '큐', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2326,"['화', '이', '트_', '30', 'c', 'm_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '토', '마', '토_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2327,"['하', '티_', '15', 'c', 'm_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '피', '망', '_', '빼', '주', '시', '고_', '후', '추', '_', '로_', '해주', '세요_']"
2328,"['파', '마', '산_', '30', '센', '티', '미', '터_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
2329,"['파', '마', '산', '오', '레', '가', '노_', '15', 'c', 'm_', '로', '스트_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '올리', '브_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2330,"['플', '랫', '_', '15', '센', '티', '미', '터_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2331,"['플', '랫', '_', '15', '센', '티', '미', '터_', '페', '퍼', '로', '니_', '피', '자_', '썹', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '양', '파_', '빼', '주', '시', '고_', '후', '추', '_', '로_', '해주', '세요_']"
2332,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '치', '미', '터_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '토', '마', '토_', '피', '망', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2333,"['파', '마', '산', '오', '레', '가', '노_', '풋', '롱', '_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '토', '마', '토_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2334,"['위', '트_', '15', '센', '치', '미', '터_', '스', '테이', '크_', '앤', '_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '피', '클', '_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2335,"['하', '티_', '풋', '롱', '_', '써', '브', '웨이_', '클럽', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2336,"['위', '트_', '15', '센', '티', '미', '터_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2337,"['화', '이', '트_', '풋', '롱', '_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '오', '이_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2338,"['플', '랫', '_', '6', '인', '치_', '써', '브', '웨이_', '클럽', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '양', '파_', '빼', '주', '시', '고_', '올리', '브_', '오', '일_', '으로_', '해주', '세요_']"
2339,"['하', '티_', '15', 'c', 'm_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2340,"['허', '니', '오', '트_', '30', '센', '티', '미', '터_', '터', '키_', '베이', '컨', '_', '아', '보', '카', '도로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '양', '파_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2341,"['하', '티_', '30', '센', '티_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '머', '스타', '드_', '로_', '해주', '세요_']"
2342,"['허', '니', '오', '트_', '15', 'c', 'm_', '로', '티', '세', '리_', '바', '비', '큐', '_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2343,"['하', '티_', '15', '센', '티_', '베', '지로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '오', '이_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2344,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '티_', '스', '테이', '크_', '치', '즈', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '양', '파_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
2345,"['플', '랫', '_', '15', '센', '치_', '미', '트', '볼', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '피', '망', '_', '빼', '주', '시', '고_', '머', '스타', '드_', '로_', '해주', '세요_']"
2346,"['허', '니', '오', '트_', '15', '센', '티_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '양', '상', '추', '_', '빼', '주', '시', '고_', '소', '금_', '으로_', '해주', '세요_']"
2347,"['파', '마', '산_', '풋', '롱', '_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '올리', '브_', '빼', '주', '시', '고_', '후', '추', '_', '로_', '해주', '세요_']"
2348,"['화', '이', '트_', '15', '센', '티_', '베', '지로_', '해주', '시', '고요_', '채', '소는_', '양', '파_', '오', '이_', '빼', '주', '시', '고_', '사우', '스', '웨', '스트_', '치', '폴', '레_', '로_', '해주', '세요_']"
2349,"['파', '마', '산_', '15', '센', '치_', '에', '그', '마', '요', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '올리', '브_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2350,"['파', '마', '산', '오', '레', '가', '노_', '풋', '롱', '_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '양', '상', '추', '_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2351,"['하', '티_', '15', '센', '티', '미', '터_', '터', '키', '로_', '해주', '시', '고요_', '채', '소는_', '양', '상', '추', '_', '오', '이_', '빼', '주', '시', '고_', '홀', '스', '래', '디', '쉬', '_', '로_', '해주', '세요_']"
2352,"['하', '티_', '30', '센', '티', '미', '터_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '빼', '주', '시', '고_', '핫', '_', '칠', '리_', '로_', '해주', '세요_']"
2353,"['허', '니', '오', '트_', '15', '센', '티_', '쉬', '림', '프로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '모', '크_', '바', '비', '큐', '_', '로_', '해주', '세요_']"
2354,"['파', '마', '산_', '15', '센', '치', '미', '터_', '햄', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '오', '이_', '빼', '주', '시', '고_', '스', '위', '트_', '칠', '리_', '로_', '해주', '세요_']"
2355,"['파', '마', '산_', '30', 'c', 'm_', '페', '퍼_', '치', '킨_', '슈', '니', '첼', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '양', '파_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2356,"['파', '마', '산', '오', '레', '가', '노_', '15', '센', '치_', '베', '지로_', '해주', '시', '고요_', '채', '소는_', '피', '망', '_', '양', '상', '추', '_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2357,"['파', '마', '산', '오', '레', '가', '노_', '30', '센', '티_', '이탈', '리아', 'ᆫ', '_', 'b', 'l', 't', '로_', '해주', '시', '고요_', '채', '소는_', '오', '이_', '양', '파_', '빼', '주', '시', '고_', '스', '위', '트_', '어', '니', '언_', '으로_', '해주', '세요_']"
2358,"['위', '트_', '15', '센', '티', '미', '터_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '올리', '브_', '양', '상', '추', '_', '빼', '주', '시', '고_', '허', '니_', '머', '스타', '드_', '로_', '해주', '세요_']"
2359,"['플', '랫', '_', '15', 'c', 'm_', '치', '킨_', '데', '리', '야', '끼', '로_', '해주', '시', '고요_', '채', '소는_', '피', '클', '_', '양', '파_', '빼', '주', '시', '고_', '랜', '치_', '로_', '해주', '세요_']"
2360,"['하', '티_', '6', 'in', 'ch', '_', '이탈', '리아', 'ᆫ', '_', '비', '엠', '티', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '피', '망', '_', '빼', '주', '시', '고_', '마', '요', '네', '즈_', '로_', '해주', '세요_']"
2361,"['하', '티_', '30', '센', '티_', '로', '스트_', '치', '킨', '로_', '해주', '시', '고요_', '채', '소는_', '할', '라', '피', '뇨', '_', '올리', '브_', '빼', '주', '시', '고_', '레', '드', '와', '인식', '초_', '로_', '해주', '세요_']"
